word,rank,frequency,source
bumper,9045,0.00011056,google_20k_evaluation
afterwards,9046,0.00011055,google_20k_evaluation
webpage,9047,0.00011053,google_20k_evaluation
religions,9048,0.00011052,google_20k_evaluation
garlic,9049,0.00011051,google_20k_evaluation
hostels,9050,0.00011050,google_20k_evaluation
shine,9051,0.00011049,google_20k_evaluation
senegal,9052,0.00011047,google_20k_evaluation
explosion,9053,0.00011046,google_20k_evaluation
pn,9054,0.00011045,google_20k_evaluation
banned,9055,0.00011044,google_20k_evaluation
wendy,9056,0.00011042,google_20k_evaluation
briefs,9057,0.00011041,google_20k_evaluation
signatures,9058,0.00011040,google_20k_evaluation
diffs,9059,0.00011039,google_20k_evaluation
cove,9060,0.00011038,google_20k_evaluation
mumbai,9061,0.00011036,google_20k_evaluation
ozone,9062,0.00011035,google_20k_evaluation
disciplines,9063,0.00011034,google_20k_evaluation
casa,9064,0.00011033,google_20k_evaluation
mu,9065,0.00011031,google_20k_evaluation
daughters,9066,0.00011030,google_20k_evaluation
conversations,9067,0.00011029,google_20k_evaluation
radios,9068,0.00011028,google_20k_evaluation
tariff,9069,0.00011027,google_20k_evaluation
nvidia,9070,0.00011025,google_20k_evaluation
opponent,9071,0.00011024,google_20k_evaluation
pasta,9072,0.00011023,google_20k_evaluation
simplified,9073,0.00011022,google_20k_evaluation
muscles,9074,0.00011020,google_20k_evaluation
serum,9075,0.00011019,google_20k_evaluation
wrapped,9076,0.00011018,google_20k_evaluation
swift,9077,0.00011017,google_20k_evaluation
motherboard,9078,0.00011016,google_20k_evaluation
runtime,9079,0.00011014,google_20k_evaluation
inbox,9080,0.00011013,google_20k_evaluation
focal,9081,0.00011012,google_20k_evaluation
bibliographic,9082,0.00011011,google_20k_evaluation
vagina,9083,0.00011010,google_20k_evaluation
eden,9084,0.00011008,google_20k_evaluation
distant,9085,0.00011007,google_20k_evaluation
incl,9086,0.00011006,google_20k_evaluation
champagne,9087,0.00011005,google_20k_evaluation
ala,9088,0.00011004,google_20k_evaluation
decimal,9089,0.00011002,google_20k_evaluation
hq,9090,0.00011001,google_20k_evaluation
deviation,9091,0.00011000,google_20k_evaluation
superintendent,9092,0.00010999,google_20k_evaluation
propecia,9093,0.00010997,google_20k_evaluation
dip,9094,0.00010996,google_20k_evaluation
nbc,9095,0.00010995,google_20k_evaluation
samba,9096,0.00010994,google_20k_evaluation
hostel,9097,0.00010993,google_20k_evaluation
housewives,9098,0.00010991,google_20k_evaluation
employ,9099,0.00010990,google_20k_evaluation
mongolia,9100,0.00010989,google_20k_evaluation
penguin,9101,0.00010988,google_20k_evaluation
magical,9102,0.00010987,google_20k_evaluation
influences,9103,0.00010985,google_20k_evaluation
inspections,9104,0.00010984,google_20k_evaluation
irrigation,9105,0.00010983,google_20k_evaluation
miracle,9106,0.00010982,google_20k_evaluation
manually,9107,0.00010981,google_20k_evaluation
reprint,9108,0.00010979,google_20k_evaluation
reid,9109,0.00010978,google_20k_evaluation
wt,9110,0.00010977,google_20k_evaluation
hydraulic,9111,0.00010976,google_20k_evaluation
centered,9112,0.00010975,google_20k_evaluation
robertson,9113,0.00010973,google_20k_evaluation
flex,9114,0.00010972,google_20k_evaluation
yearly,9115,0.00010971,google_20k_evaluation
penetration,9116,0.00010970,google_20k_evaluation
wound,9117,0.00010969,google_20k_evaluation
belle,9118,0.00010967,google_20k_evaluation
rosa,9119,0.00010966,google_20k_evaluation
conviction,9120,0.00010965,google_20k_evaluation
hash,9121,0.00010964,google_20k_evaluation
omissions,9122,0.00010963,google_20k_evaluation
writings,9123,0.00010961,google_20k_evaluation
hamburg,9124,0.00010960,google_20k_evaluation
lazy,9125,0.00010959,google_20k_evaluation
mv,9126,0.00010958,google_20k_evaluation
mpg,9127,0.00010957,google_20k_evaluation
retrieval,9128,0.00010955,google_20k_evaluation
qualities,9129,0.00010954,google_20k_evaluation
cindy,9130,0.00010953,google_20k_evaluation
lolita,9131,0.00010952,google_20k_evaluation
fathers,9132,0.00010951,google_20k_evaluation
carb,9133,0.00010949,google_20k_evaluation
charging,9134,0.00010948,google_20k_evaluation
cas,9135,0.00010947,google_20k_evaluation
marvel,9136,0.00010946,google_20k_evaluation
lined,9137,0.00010945,google_20k_evaluation
cio,9138,0.00010943,google_20k_evaluation
dow,9139,0.00010942,google_20k_evaluation
prototype,9140,0.00010941,google_20k_evaluation
importantly,9141,0.00010940,google_20k_evaluation
rb,9142,0.00010939,google_20k_evaluation
petite,9143,0.00010937,google_20k_evaluation
apparatus,9144,0.00010936,google_20k_evaluation
upc,9145,0.00010935,google_20k_evaluation
terrain,9146,0.00010934,google_20k_evaluation
dui,9147,0.00010933,google_20k_evaluation
pens,9148,0.00010931,google_20k_evaluation
explaining,9149,0.00010930,google_20k_evaluation
yen,9150,0.00010929,google_20k_evaluation
strips,9151,0.00010928,google_20k_evaluation
gossip,9152,0.00010927,google_20k_evaluation
rangers,9153,0.00010925,google_20k_evaluation
nomination,9154,0.00010924,google_20k_evaluation
empirical,9155,0.00010923,google_20k_evaluation
mh,9156,0.00010922,google_20k_evaluation
rotary,9157,0.00010921,google_20k_evaluation
worm,9158,0.00010919,google_20k_evaluation
dependence,9159,0.00010918,google_20k_evaluation
discrete,9160,0.00010917,google_20k_evaluation
beginner,9161,0.00010916,google_20k_evaluation
boxed,9162,0.00010915,google_20k_evaluation
lid,9163,0.00010913,google_20k_evaluation
sexuality,9164,0.00010912,google_20k_evaluation
polyester,9165,0.00010911,google_20k_evaluation
cubic,9166,0.00010910,google_20k_evaluation
deaf,9167,0.00010909,google_20k_evaluation
commitments,9168,0.00010908,google_20k_evaluation
suggesting,9169,0.00010906,google_20k_evaluation
sapphire,9170,0.00010905,google_20k_evaluation
kinase,9171,0.00010904,google_20k_evaluation
skirts,9172,0.00010903,google_20k_evaluation
mats,9173,0.00010902,google_20k_evaluation
remainder,9174,0.00010900,google_20k_evaluation
crawford,9175,0.00010899,google_20k_evaluation
labeled,9176,0.00010898,google_20k_evaluation
privileges,9177,0.00010897,google_20k_evaluation
televisions,9178,0.00010896,google_20k_evaluation
specializing,9179,0.00010894,google_20k_evaluation
marking,9180,0.00010893,google_20k_evaluation
commodities,9181,0.00010892,google_20k_evaluation
pvc,9182,0.00010891,google_20k_evaluation
serbia,9183,0.00010890,google_20k_evaluation
sheriff,9184,0.00010889,google_20k_evaluation
griffin,9185,0.00010887,google_20k_evaluation
declined,9186,0.00010886,google_20k_evaluation
guyana,9187,0.00010885,google_20k_evaluation
spies,9188,0.00010884,google_20k_evaluation
blah,9189,0.00010883,google_20k_evaluation
mime,9190,0.00010881,google_20k_evaluation
neighbor,9191,0.00010880,google_20k_evaluation
motorcycles,9192,0.00010879,google_20k_evaluation
elect,9193,0.00010878,google_20k_evaluation
highways,9194,0.00010877,google_20k_evaluation
thinkpad,9195,0.00010875,google_20k_evaluation
concentrate,9196,0.00010874,google_20k_evaluation
intimate,9197,0.00010873,google_20k_evaluation
reproductive,9198,0.00010872,google_20k_evaluation
preston,9199,0.00010871,google_20k_evaluation
deadly,9200,0.00010870,google_20k_evaluation
cunt,9201,0.00010868,google_20k_evaluation
feof,9202,0.00010867,google_20k_evaluation
bunny,9203,0.00010866,google_20k_evaluation
chevy,9204,0.00010865,google_20k_evaluation
molecules,9205,0.00010864,google_20k_evaluation
rounds,9206,0.00010862,google_20k_evaluation
longest,9207,0.00010861,google_20k_evaluation
refrigerator,9208,0.00010860,google_20k_evaluation
tions,9209,0.00010859,google_20k_evaluation
intervals,9210,0.00010858,google_20k_evaluation
sentences,9211,0.00010857,google_20k_evaluation
dentists,9212,0.00010855,google_20k_evaluation
usda,9213,0.00010854,google_20k_evaluation
exclusion,9214,0.00010853,google_20k_evaluation
workstation,9215,0.00010852,google_20k_evaluation
holocaust,9216,0.00010851,google_20k_evaluation
keen,9217,0.00010850,google_20k_evaluation
flyer,9218,0.00010848,google_20k_evaluation
peas,9219,0.00010847,google_20k_evaluation
dosage,9220,0.00010846,google_20k_evaluation
receivers,9221,0.00010845,google_20k_evaluation
urls,9222,0.00010844,google_20k_evaluation
customise,9223,0.00010842,google_20k_evaluation
disposition,9224,0.00010841,google_20k_evaluation
variance,9225,0.00010840,google_20k_evaluation
navigator,9226,0.00010839,google_20k_evaluation
investigators,9227,0.00010838,google_20k_evaluation
cameroon,9228,0.00010837,google_20k_evaluation
baking,9229,0.00010835,google_20k_evaluation
marijuana,9230,0.00010834,google_20k_evaluation
adaptive,9231,0.00010833,google_20k_evaluation
computed,9232,0.00010832,google_20k_evaluation
needle,9233,0.00010831,google_20k_evaluation
baths,9234,0.00010830,google_20k_evaluation
enb,9235,0.00010828,google_20k_evaluation
gg,9236,0.00010827,google_20k_evaluation
cathedral,9237,0.00010826,google_20k_evaluation
brakes,9238,0.00010825,google_20k_evaluation
og,9239,0.00010824,google_20k_evaluation
nirvana,9240,0.00010823,google_20k_evaluation
ko,9241,0.00010821,google_20k_evaluation
fairfield,9242,0.00010820,google_20k_evaluation
owns,9243,0.00010819,google_20k_evaluation
til,9244,0.00010818,google_20k_evaluation
invision,9245,0.00010817,google_20k_evaluation
sticky,9246,0.00010815,google_20k_evaluation
destiny,9247,0.00010814,google_20k_evaluation
generous,9248,0.00010813,google_20k_evaluation
madness,9249,0.00010812,google_20k_evaluation
emacs,9250,0.00010811,google_20k_evaluation
climb,9251,0.00010810,google_20k_evaluation
blowing,9252,0.00010808,google_20k_evaluation
fascinating,9253,0.00010807,google_20k_evaluation
landscapes,9254,0.00010806,google_20k_evaluation
heated,9255,0.00010805,google_20k_evaluation
lafayette,9256,0.00010804,google_20k_evaluation
jackie,9257,0.00010803,google_20k_evaluation
wto,9258,0.00010801,google_20k_evaluation
computation,9259,0.00010800,google_20k_evaluation
hay,9260,0.00010799,google_20k_evaluation
cardiovascular,9261,0.00010798,google_20k_evaluation
ww,9262,0.00010797,google_20k_evaluation
sparc,9263,0.00010796,google_20k_evaluation
cardiac,9264,0.00010794,google_20k_evaluation
salvation,9265,0.00010793,google_20k_evaluation
dover,9266,0.00010792,google_20k_evaluation
adrian,9267,0.00010791,google_20k_evaluation
predictions,9268,0.00010790,google_20k_evaluation
accompanying,9269,0.00010789,google_20k_evaluation
vatican,9270,0.00010787,google_20k_evaluation
brutal,9271,0.00010786,google_20k_evaluation
learners,9272,0.00010785,google_20k_evaluation
gd,9273,0.00010784,google_20k_evaluation
selective,9274,0.00010783,google_20k_evaluation
arbitration,9275,0.00010782,google_20k_evaluation
configuring,9276,0.00010781,google_20k_evaluation
token,9277,0.00010779,google_20k_evaluation
editorials,9278,0.00010778,google_20k_evaluation
zinc,9279,0.00010777,google_20k_evaluation
sacrifice,9280,0.00010776,google_20k_evaluation
seekers,9281,0.00010775,google_20k_evaluation
guru,9282,0.00010774,google_20k_evaluation
isa,9283,0.00010772,google_20k_evaluation
removable,9284,0.00010771,google_20k_evaluation
convergence,9285,0.00010770,google_20k_evaluation
yields,9286,0.00010769,google_20k_evaluation
gibraltar,9287,0.00010768,google_20k_evaluation
levy,9288,0.00010767,google_20k_evaluation
suited,9289,0.00010765,google_20k_evaluation
numeric,9290,0.00010764,google_20k_evaluation
anthropology,9291,0.00010763,google_20k_evaluation
skating,9292,0.00010762,google_20k_evaluation
kinda,9293,0.00010761,google_20k_evaluation
aberdeen,9294,0.00010760,google_20k_evaluation
emperor,9295,0.00010758,google_20k_evaluation
grad,9296,0.00010757,google_20k_evaluation
malpractice,9297,0.00010756,google_20k_evaluation
dylan,9298,0.00010755,google_20k_evaluation
bras,9299,0.00010754,google_20k_evaluation
belts,9300,0.00010753,google_20k_evaluation
blacks,9301,0.00010752,google_20k_evaluation
educated,9302,0.00010750,google_20k_evaluation
rebates,9303,0.00010749,google_20k_evaluation
reporters,9304,0.00010748,google_20k_evaluation
burke,9305,0.00010747,google_20k_evaluation
proudly,9306,0.00010746,google_20k_evaluation
pix,9307,0.00010745,google_20k_evaluation
necessity,9308,0.00010743,google_20k_evaluation
rendering,9309,0.00010742,google_20k_evaluation
mic,9310,0.00010741,google_20k_evaluation
inserted,9311,0.00010740,google_20k_evaluation
pulling,9312,0.00010739,google_20k_evaluation
basename,9313,0.00010738,google_20k_evaluation
kyle,9314,0.00010737,google_20k_evaluation
obesity,9315,0.00010735,google_20k_evaluation
curves,9316,0.00010734,google_20k_evaluation
suburban,9317,0.00010733,google_20k_evaluation
touring,9318,0.00010732,google_20k_evaluation
clara,9319,0.00010731,google_20k_evaluation
vertex,9320,0.00010730,google_20k_evaluation
bw,9321,0.00010728,google_20k_evaluation
hepatitis,9322,0.00010727,google_20k_evaluation
nationally,9323,0.00010726,google_20k_evaluation
tomato,9324,0.00010725,google_20k_evaluation
andorra,9325,0.00010724,google_20k_evaluation
waterproof,9326,0.00010723,google_20k_evaluation
expired,9327,0.00010722,google_20k_evaluation
mj,9328,0.00010720,google_20k_evaluation
travels,9329,0.00010719,google_20k_evaluation
flush,9330,0.00010718,google_20k_evaluation
waiver,9331,0.00010717,google_20k_evaluation
pale,9332,0.00010716,google_20k_evaluation
specialties,9333,0.00010715,google_20k_evaluation
hayes,9334,0.00010714,google_20k_evaluation
humanitarian,9335,0.00010712,google_20k_evaluation
invitations,9336,0.00010711,google_20k_evaluation
functioning,9337,0.00010710,google_20k_evaluation
delight,9338,0.00010709,google_20k_evaluation
survivor,9339,0.00010708,google_20k_evaluation
garcia,9340,0.00010707,google_20k_evaluation
cingular,9341,0.00010705,google_20k_evaluation
economies,9342,0.00010704,google_20k_evaluation
alexandria,9343,0.00010703,google_20k_evaluation
bacterial,9344,0.00010702,google_20k_evaluation
moses,9345,0.00010701,google_20k_evaluation
counted,9346,0.00010700,google_20k_evaluation
undertake,9347,0.00010699,google_20k_evaluation
declare,9348,0.00010697,google_20k_evaluation
continuously,9349,0.00010696,google_20k_evaluation
johns,9350,0.00010695,google_20k_evaluation
valves,9351,0.00010694,google_20k_evaluation
gaps,9352,0.00010693,google_20k_evaluation
impaired,9353,0.00010692,google_20k_evaluation
achievements,9354,0.00010691,google_20k_evaluation
donors,9355,0.00010689,google_20k_evaluation
tear,9356,0.00010688,google_20k_evaluation
jewel,9357,0.00010687,google_20k_evaluation
teddy,9358,0.00010686,google_20k_evaluation
lf,9359,0.00010685,google_20k_evaluation
convertible,9360,0.00010684,google_20k_evaluation
ata,9361,0.00010683,google_20k_evaluation
teaches,9362,0.00010681,google_20k_evaluation
ventures,9363,0.00010680,google_20k_evaluation
nil,9364,0.00010679,google_20k_evaluation
bufing,9365,0.00010678,google_20k_evaluation
stranger,9366,0.00010677,google_20k_evaluation
tragedy,9367,0.00010676,google_20k_evaluation
julian,9368,0.00010675,google_20k_evaluation
nest,9369,0.00010673,google_20k_evaluation
pam,9370,0.00010672,google_20k_evaluation
dryer,9371,0.00010671,google_20k_evaluation
painful,9372,0.00010670,google_20k_evaluation
velvet,9373,0.00010669,google_20k_evaluation
tribunal,9374,0.00010668,google_20k_evaluation
ruled,9375,0.00010667,google_20k_evaluation
nato,9376,0.00010666,google_20k_evaluation
pensions,9377,0.00010664,google_20k_evaluation
prayers,9378,0.00010663,google_20k_evaluation
funky,9379,0.00010662,google_20k_evaluation
secretariat,9380,0.00010661,google_20k_evaluation
nowhere,9381,0.00010660,google_20k_evaluation
cop,9382,0.00010659,google_20k_evaluation
paragraphs,9383,0.00010658,google_20k_evaluation
gale,9384,0.00010656,google_20k_evaluation
joins,9385,0.00010655,google_20k_evaluation
adolescent,9386,0.00010654,google_20k_evaluation
nominations,9387,0.00010653,google_20k_evaluation
wesley,9388,0.00010652,google_20k_evaluation
dim,9389,0.00010651,google_20k_evaluation
lately,9390,0.00010650,google_20k_evaluation
cancelled,9391,0.00010648,google_20k_evaluation
scary,9392,0.00010647,google_20k_evaluation
mattress,9393,0.00010646,google_20k_evaluation
